s/w_ratio,snippets,words,volid,date,author,title
0.0009534864439101235,23,24122,nyp.33433074930292,1771,"Bridges, Thomas,",The adventures of a bank-note
0.0009287925696594427,15,16150,njp.32101079873558,1798,"Pinchard, Elizabeth Sibthorpe.",The two cousins
0.0009274717121127806,25,26955,nyp.33433082297072,1799,"Salzmann, Christian Gotthilf,","Elements of morality, for the use of children;"
0.0009139321932615076,52,56897,nnc1.0315301370,1752,W. G.,The adventures of Capt. Greenland
0.0009127287226121336,190,208167,nyp.33433076093701,1796,"Smollett, T.","The miscellaneous works of Tobias Smollett, M. D"
0.0009024413413128146,57,63162,mdp.39015031099743,1767,"Brooke, Henry,",The fool of quality;
0.0009008806107970542,40,44401,nyp.33433074955463,1752,"Mozeen, Thomas,",Young Scarron
0.0008940358617001721,107,119682,nyp.33433074909932,1765,"Defoe, Daniel,","The life and adventures of the famous Moll Flanders, who was born in Newgate"
0.0008936792503926773,99,110778,nyp.33433074911730,1758,"Richwould,","The South sea fortune; or, The chaplain advanced to the saddle"
0.0008925560822738363,45,50417,uiuo.ark:/13960/t88g98j1p,1760,"Stevens, George Alexander,",The history of Tom Fool
0.000885523222083117,58,65498,uc2.ark:/13960/t6542w167,1785,"Genlis, Stéphanie Félicité,","Tales of the castle; or, Stories of instruction and delight"
0.0008823010411152286,25,28335,njp.32101037021589,1777,"Pratt,",Liberal opinions
0.0008756088217588792,16,18273,nyp.33433074948567,1799,<blank>,"Frederic Latimer; or, The history of a young man of fashion"
0.0008710428238922763,183,210093,nyp.33433076093685,1796,"Smollett, T.","The miscellaneous works of Tobias Smollett, M. D"
0.0008655332302936631,28,32350,nyp.33433074918768,1799,"Walker, George,",The vagabond
0.0008596340415080437,21,24429,njp.32101079239461,1777,"Pratt,",Liberal opinions
0.000855222968845449,14,16370,hvd.hn2hdr,1797,<blank>,The force of example;
0.0008473103328408794,39,46028,uiuo.ark:/13960/t93780z5m,1760,"Stevens, George Alexander,",The history of Tom Fool
0.0008422196563200435,62,73615,uc2.ark:/13960/t5t728t8q,1796,"Burney, Fanny,","Camilla: or, A picture of youth"
0.0008387169896860478,37,44115,uc2.ark:/13960/t8pc2z66x,1793,"Sterne, Laurence,",The works of Laurence Sterne
0.0008380900607049017,37,44148,uc2.ark:/13960/t9668b80z,1798,"Sterne, Laurence,",The works of Laurence Sterne
0.0008229939522414115,66,80195,nyp.33433074955414,1796,"Moore, John,",Edward
0.0008212019410227697,22,26790,nyp.33433082297106,1792,"Salzmann, Christian Gotthilf,","Elements of morality, for the use of children"
0.000819460673475272,54,65897,nyp.33433074913389,1784,<blank>,"The history of Julia Benson, in a series of letters"
0.0008166598611678236,56,68572,nnc1.0315301354,1752,W. G.,The adventures of Capt. Greenland
0.0008142634836001303,135,165794,nyp.33433076093669,1796,"Smollett, T.","The miscellaneous works of Tobias Smollett, M. D"
0.0008104353195430688,42,51824,nyp.33433074907522,1786,"Bellamy, George Anne,","An apology for the life of George Anne Bellamy, late of Covent-Garden theatre"
0.0008011772400261609,49,61160,mdp.39015013744084,1754,"Guthrie, William,",The friends
0.000787897888433659,30,38076,mdp.39015027178915,1796,"Walker, George,",Theodore Cyphon
0.0007852241302789253,46,58582,mdp.39015031385928,1774,"Graves, Richard,",The spiritual Quixote
0.000781414994720169,37,47350,nyp.33433082227772,1783,"Sterne, Laurence,",Works of Laurence Sterne
0.000780699582992174,41,52517,nyp.33433074911797,1793,"Pilkington,",Rosina
0.0007736943907156673,58,74965,mdp.39015078562363,1751,"Kimber, Edward,",The life and adventures of Joe Thompson
0.0007706139224248652,36,46716,mdp.39015033367650,1791,"Reeve, Clara,",The school for widows
0.0007461249638971791,31,41548,mdp.39015027179251,1796,"Walker, George,",Theodore Cyphon
0.0007434728873783409,77,103568,mdp.39015059901499,1789,<blank>,The Town talk
0.0007318985797682322,42,57385,mdp.39015063526910,1752,<blank>,The adventures of a valet
0.0007245759099820987,34,46924,nyp.33433074911649,1798,"Smith, Charlotte,",The young philosopher
0.000717323359122816,42,58551,njp.32101066479765,1791,"Combe, William,",The devil upon two sticks in England
0.0007089205840155288,42,59245,uc2.ark:/13960/t6ww78d6q,1783,"Graves, Richard,",The spiritual Quixote
0.0007068843640626886,41,58001,hvd.hn6dgp,1792,"Brooke, Henry,",The fool of quality;
0.0007045817662177852,71,100769,mdp.39015078548891,1773,"Chetwood, W. R.","The voyages and adventures of Captain Robert Boyle, in several parts of the world"
0.0007006938242769802,51,72785,njp.32101076058070,1793,"Fielding, Henry,",Amelia
0.0006924592958221622,39,56321,uc2.ark:/13960/t1kh0g314,1760,"Johnstone, Charles,",Chrysal
0.0006835842133898802,49,71681,njp.32101076058054,1793,"Fielding, Henry,",Amelia
0.0006788623695869659,19,27988,mdp.39015024479852,1793,"Moore, W.","A ramble through Holland, France, and Italy"
0.000675949709341625,10,14794,njp.32101037572912,1797,"Scott, Sarah,","The man of real sensibility: or, The history of Sir George Ellison"
0.0006687223687632352,54,80751,uc2.ark:/13960/t6sx65q8h,1796,"Moore, John,",Edward
0.0006662225183211193,28,42028,njp.32101037042528,1797,"Lewis, Alethea,",Disobedience
0.0006619524444958129,252,380692,nyp.33433074911375,1780,"Smollett, T.",The adventures of Roderick Random
0.0006611529009642853,53,80163,mdp.39015043586448,1775,"Kimber, Edward,",The life and adventures of Joe Thompson
0.0006602752027044872,25,37863,mdp.39015078568311,1792,"Dibdin, Charles,",Hannah Hewit;
0.0006581112207963146,2,3039,mdp.39015078556357,1794,"Defoe, Daniel,",The life and adventures of Robinson Crusoe
0.0006569721165872825,52,79151,mdp.39015063617024,1783,"Johnstone, Charles,","Chrysal; or, The adventures of a guinea"
0.000652954619653934,34,52071,nyp.33433075865596,1756,"Blas, Alfonso, de Liria,","The adventures of Don Blas of Santilane, the son of Gil Blas"
0.0006527633649114585,39,59746,yale.39002088372462,1795,"Radcliffe, Ann Ward,",A journey made in the summer of 1794
0.0006448109685739497,19,29466,hvd.hn2hdw,1798,"Pilkington,",Tales of the hermitage
0.000638611429507123,39,61070,nnc1.0035537477,1752,<blank>,"A genuine account of the life and transactions of Howell ap David Price, gentleman of Wales"
0.0006287462799178438,15,23857,nyp.33433082297114,1792,"Salzmann, Christian Gotthilf,","Elements of morality, for the use of children"
0.0006266973052015876,15,23935,nyp.33433082297080,1799,"Salzmann, Christian Gotthilf,","Elements of morality, for the use of children;"
0.0006266318537859008,12,19150,njp.32101037021597,1777,"Pratt,",Liberal opinions
0.0006261048909840896,17,27152,nyp.33433067307516,1786,<blank>,"Tales, romances, apologues, anecedotes and novels"
0.00062211734420251,29,46615,nyp.33433074911623,1798,"Smith, Charlotte,",The young philosopher
0.000619214217158426,20,32299,nnc1.0113413384,1797,<blank>,Memoirs of Mrs. Margaret Leeson
0.0006188618323691645,23,37165,njp.32101036893236,1780,"Mackenzie, Henry,",The man of feeling
0.0006149259293766887,33,53665,nyp.33433074913611,1774,"Graves, Richard,","The spiritual Quixote: or, The summer's ramble of Mr. Geoffry Wildgoose;"
0.0006141374439599583,40,65132,njp.32101066479773,1791,"Combe, William,",The devil upon two sticks in England
0.0006048691970361409,12,19839,njp.32101037042973,1762,<blank>,A history of the matrimonial adventure of a banker's clerk
0.0005985525910072008,33,55133,uc2.ark:/13960/t45q4sz1r,1755,"Haywood, Eliza Fowler,",The invisible spy
0.0005899124963130469,6,10171,hvd.hn2hdk,1797,"Lovechild,",The infant's friend
0.0005895164327705635,36,61067,hvd.hn6dgl,1792,"Brooke, Henry,",The fool of quality;
0.0005863383172090296,2,3411,njp.32101037605613,1754,"King, William,",A translation of the Latin epistle in the Dreamer
0.0005857649665310904,124,211689,nyp.33433076093693,1796,"Smollett, T.","The miscellaneous works of Tobias Smollett, M. D"
0.000584966364434045,48,82056,dul1.ark:/13960/t3vt2js1t,1786,"Bennett,","Anna; or, Memoirs of a Welch heiress"
0.0005848536618822561,469,801910,mdp.39015023070538,1797,"Hall, William Henry,",The new encyclopaedia;
0.0005830655024318098,41,70318,mdp.39015031385944,1774,"Graves, Richard,",The spiritual Quixote
0.0005821738371077603,10,17177,njp.32101068162393,1787,"Nicholson,",The village of Martindale
0.0005821088071489254,37,63562,hvd.hn65ju,1788,"Fielding, Henry,",The history of the adventures of Joseph Andrews and his friend Mr. Abraham Adams
0.0005799921420419465,31,53449,nyp.33433074913595,1755,"Haywood, Eliza Fowler,",The invisible spy
0.0005797685967079227,69,119013,hvd.hn6ens,1771,"Fielding, Henry,","The works of Henry Fielding, esq;"
0.0005700734254571989,25,43854,njp.32101067498707,1797,"Sterne, Laurence,",The letters of the late Rev. Mr. Laurence Sterne
0.0005689590470541238,47,82607,mdp.39015063617016,1783,"Johnstone, Charles,","Chrysal; or, The adventures of a guinea"
0.0005687149884835215,20,35167,mdp.39015024477674,1792,"Gunning,",Anecdotes of the Delborough family
0.0005684779004216211,12,21109,uiuo.ark:/13960/t4dn4qn2v,1769,<blank>,The Hermit
0.0005645972948425265,46,81474,nyp.33433074911359,1784,"Smollett, T.",The adventures of Peregrine Pickle
0.0005558489202634724,20,35981,nyp.33433074918776,1799,"Walker, George,",The vagabond
0.0005549909061731037,83,149552,dul1.ark:/13960/t7tm84f1c,1788,"Berquin,",The children's friend
0.0005541249714788618,17,30679,uc2.ark:/13960/t90864w4j,1798,"Sterne, Laurence,",The works of Laurence Sterne
0.0005507975764906635,51,92593,njp.32101067567857,1792,"Fielding, Henry,",The history of Tom Jones
0.000550357732526142,34,61778,nyp.33433074909999,1775,"Brooke, Frances,",The history of Lady Julia Mandeville
0.0005472704884389109,28,51163,mdp.39015031385936,1774,"Graves, Richard,",The spiritual Quixote
0.0005470348684077233,27,49357,nyp.33433074916374,1751,"Coventry, Francis,","The history of Pompey the Little, or, The life and adventures of a lap-dog"
0.0005436786421782141,87,160021,nyp.33433076093651,1796,"Smollett, T.","The miscellaneous works of Tobias Smollett, M. D"
0.0005360031394469596,56,104477,hvd.hn6enz,1771,"Fielding, Henry,","The works of Henry Fielding, esq;"
0.0005352016737215978,33,61659,nyp.33433074913520,1786,"Burney, Fanny,","Cecilia, or, Memoirs of an heiress"
0.0005349062468375475,37,69171,nyp.33433074913603,1774,"Graves, Richard,","The spiritual Quixote: or, The summer's ramble of Mr. Geoffry Wildgoose;"
0.0005345036149323431,19,35547,nyp.33433082256656,1797,<blank>,The Selector
0.0005333712619564058,30,56246,hvd.hn6dfp,1761,"Coventry, Francis,",The history of Pompey the Little
0.0005324016304799934,32,60105,mdp.39015031099719,1767,"Brooke, Henry,",The fool of quality;
0.0005297211396571947,14,26429,nyp.33433074955125,1794,"Gunning,",The packet
0.0005281561885335471,29,54908,mdp.39015036835745,1782,"Kimber, Edward,",The history of the life and adventures of Mr. Anderson
0.0005245557668349616,24,45753,nyp.33433074913736,1755,"Haywood, Eliza Fowler,",The invisible spy
0.000523327730026325,33,63058,ucm.5320262243,1754,"Hallifax, Charles.",Familiar letters on various subjects of business and amusement
0.0005211801835712424,18,34537,mdp.39015024477617,1792,"Gunning,",Anecdotes of the Delborough family
0.0005153470346931624,25,48511,nyp.33433074911805,1793,"Pilkington,",Rosina
0.0005114376046122373,44,86032,mdp.39015078562355,1751,"Kimber, Edward,",The life and adventures of Joe Thompson
0.0005078720162519045,6,11814,mdp.39015078565374,1790,"Swift, Jonathan,",The adventures of Captain Gulliver
0.0005073566717402334,26,51246,nyp.33433074913587,1755,"Haywood, Eliza Fowler,",The invisible spy
0.0005002824174937465,31,61965,mdp.39015013744076,1754,"Guthrie, William,",The friends
0.0004990459415822692,34,68130,njp.32101076058062,1793,"Fielding, Henry,",Amelia
0.0004969904467391905,18,36218,nyp.33433074916457,1789,"Bennett,",Agnes de-Courci
0.0004961240310077519,32,64500,nyp.33433074913512,1786,"Burney, Fanny,","Cecilia, or, Memoirs of an heiress"
0.0004928883255879454,14,28404,uc2.ark:/13960/t8sb41w5k,1777,"Sterne, Laurence,","The life and opinions of Tristram Shandy, gentleman"
0.0004917080148406419,66,134226,hvd.hn6ent,1771,"Fielding, Henry,","The works of Henry Fielding, esq;"
0.000490897061020639,23,46853,njp.32101068989886,1798,"Genlis, Stéphanie Félicité,",Tales of the castle
0.0004776689754000478,14,29309,mdp.39015078549683,1789,"Defoe, Daniel,","The most surprising adventures, and wonderful life of Robinson Crusoe, of York, mariner"
0.0004774789113480821,39,81679,nyp.33433076093644,1791,"Shenstone, William,","The works in verse and prose, of William Shenstone"
0.00047262830228654313,29,61359,nyp.33433082227533,1794,"Sterne, Laurence,",The works of Laurence Sterne
0.0004719591185756599,29,61446,mdp.39015063616992,1783,"Johnstone, Charles,","Chrysal; or, The adventures of a guinea"
0.00046405147877737906,15,32324,mdp.39015063931458,1794,"Gunning,",Memoirs of Mary
0.0004637241263015893,11,23721,hvd.hxjnt6,1769,"Paterson, Samuel,",Another traveller! or Cursory remarks and critical observations made upon a journey through part of the Netherlands in 1766
0.0004627606242126642,18,38897,nyp.33433074947445,1780,"Croft, Herbert,",Love and madness;
0.0004622650989850266,23,49755,uc2.ark:/13960/t0ht2hd6z,1772,"Smollett, T.",The expedition of Humphry Clinker
0.0004605837292737322,19,41252,inu.39000003249765,1792,"Bage, Robert,",Man as he is
0.00045593744538249354,60,131597,nyp.33433074913660,1775,"Fielding, Henry,","The history of Tom Jones, a foundling"
0.0004556602382835011,34,74617,njp.32101066479781,1791,"Combe, William,",The devil upon two sticks in England
0.0004548183455527862,25,54967,hvd.hn6en4,1771,"Fielding, Henry,","The works of Henry Fielding, esq;"
0.0004547728409659375,20,43978,hvd.hn37v1,1792,"Thomson, James,","The denial, or The happy retreat;"
0.00045277679518924654,64,141350,njp.32101037605480,1755,"Kidgell, John,",The card
0.0004478280340349306,3,6699,hvd.hn6d2a,1796,<blank>,"Preceptive, moral, and sentimental pieces"
0.00044675180626376843,29,64913,hvd.hn2ghi,1799,Lady.,Memoirs of the Danby family
0.000445990545000446,35,78477,njp.32101067567840,1792,"Fielding, Henry,",The history of Tom Jones
0.0004432427640618767,10,22561,mdp.39015063614260,1761,"Ferguson, Adam,","The history of the proceedings in the case of Margaret, commonly called Peg, only lawful sister to John Bull, esq"
0.0004408782294330306,35,79387,uc2.ark:/13960/t3tt4h68m,1793,"Goldsmith, Oliver,",The vicar of Wakefield
0.0004386215839960333,23,52437,hvd.hwkd6j,1761,"Lennox, Charlotte,",Henrietta
0.0004372613982274096,26,59461,hvd.hn6dgm,1792,"Brooke, Henry,",The fool of quality;
0.00043468313886982384,38,87420,mdp.39015043586422,1775,"Kimber, Edward,",The life and adventures of Joe Thompson
0.00043463563046312843,9,20707,njp.32101037021035,1766,"Pennington, Sarah,",Letters on different subjects
0.0004340523504878371,23,52989,nnc1.1002351560,1761,"Morell, Charles,","The history of James Lovegrove, esq"
0.0004298417645004433,16,37223,uc2.ark:/13960/t40r9nf6g,1783,"Mackenzie, Henry,",The man of feeling
0.00042705639516951764,18,42149,hvd.hn25zc,1784,<blank>,"Fabulæ Æsopi selectæ, or, Select fables of Æsop"
0.0004251813664266164,16,37631,mdp.39015063937836,1783,"Mackenzie, Henry,",The man of feeling
0.00042184307879189443,191,452775,mdp.39015078576397,1781,<blank>,"The novelist's magazine, v.4, 9, 21"
0.00042129537240293577,19,45099,nyp.33433074911466,1791,"Smith, Charlotte,",Celestina
0.0004206815040365392,42,99838,nyp.33433074955422,1796,"Moore, John,",Edward
0.0004201680672268908,23,54740,njp.32101037021068,1796,"Peacock, Lucy,",Visit for a week;
0.00041506361648121836,26,62641,hvd.hwkd6i,1761,"Lennox, Charlotte,",Henrietta
0.00041005354816923154,17,41458,mdp.39015033367668,1791,"Reeve, Clara,",The school for widows
0.0004059308635645003,114,280836,nyp.33433066603469,1786,<blank>,"The New novelist's magazine, or Entertaining library of pleasing and instructive histories, adventures, tales, romances, and other agreeable and exemplary little novels"
0.00040514729998263657,21,51833,nyp.33433074911474,1791,"Smith, Charlotte,",Celestina
0.0004043262913170929,8,19786,njp.32101068162385,1787,"Nicholson,",The village of Martindale
0.0004036765619177742,26,64408,mdp.39015013741437,1780,"Croft, Herbert,",Love and madness
0.0004036326942482341,16,39640,mdp.39015063931466,1794,"Gunning,",Memoirs of Mary
0.00039929578742944265,22,55097,nyp.33433074913629,1751,"Haywood, Eliza Fowler,",The history of Miss Betsy Thoughtless
0.00039851354447909297,40,100373,uc2.ark:/13960/t5n874c1j,1796,"Moore, John,",Edward
0.0003973674407053272,16,40265,mdp.39015063931490,1794,"Gunning,",Memoirs of Mary
0.0003969922002708888,17,42822,nyp.33433082227541,1794,"Sterne, Laurence,",The works of Laurence Sterne
0.0003964976044936395,24,60530,ucm.5320262557,1767,"Kelly, Hugh,",Memoirs of a Magdalen or The history of Louisa Mildway
0.00039097408400357465,28,71616,hvd.hn2ghv,1788,"Berquin,",The children's friend
0.0003884249368809478,18,46341,uc2.ark:/13960/t8w95440h,1797,Addison.,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments;"
0.0003825262030449086,20,52284,mdp.39015078572263,1788,"Campe, Joachim Heinrich,",The new Robinson Crusoe;
0.00038225988792465413,47,122953,mdp.39015078549758,1785,"Defoe, Daniel,","The whole life and strange surprising adventures of Robinson Crusoe, of York, mariner"
0.00038182512409316535,7,18333,njp.32101037080155,1766,"Gunning,",The picture
0.00038012335002708377,40,105229,hvd.hn4qk8,1786,"Cervantes Saavedra, Miguel de,",The history and adventures of the renowned Don Quixote
0.00037892566994058446,25,65976,njp.32101037020995,1799,"Gunning,",The gipsy countess
0.00037841821187436516,19,50209,nyp.33433074907514,1786,"Bellamy, George Anne,","An apology for the life of George Anne Bellamy, late of Covent-Garden theatre"
0.0003768794382512794,19,50414,nyp.33433075896385,1796,"Hamilton, Elizabeth,",Translation of the letters of a Hindoo rajah
0.0003766369220071851,26,69032,pst.000005422531,1778,"Le Sage, Alain René,",The adventures of Gil Blas of Santillane
0.00037281553398058254,24,64375,nnc1.1002347725,1766,<blank>,The history of Sir Charles Beaufort
0.0003711401425178147,10,26944,mdp.39015009232102,1796,"Wollstonecraft, Mary,",Original stories from real life;
0.000370919881305638,5,13480,nyp.33433082412309,1793,"Strathmore, Mary Eleanor Bowes,",The confessions of the Countess of Strathmore;
0.00036337986020563024,17,46783,mdp.39015024230594,1785,"Genlis, Stéphanie Félicité,",Tales of the castle;
0.0003625300331252932,51,140678,dul1.ark:/13960/t6058g653,1788,"Berquin,",The children's friend
0.00036032326144026355,7,19427,njp.32101037080130,1766,"Gunning,",The picture
0.0003585865171469553,22,61352,nyp.33433082227525,1783,"Sterne, Laurence,",The works of Laurence Sterne
0.00035857073704214997,20,55777,uc2.ark:/13960/t8ff3nm31,1755,"Haywood, Eliza Fowler,",The invisible spy
0.0003557908519056158,25,70266,uc1.b3366266,1797,"Le Sage, Alain René,",The adventures of Gil Blas of Santillane
0.00035234986268718586,34,96495,mdp.39015065444195,1763,"Shebbeare, John,",Lydia;
0.00035011707039541345,16,45699,dul1.ark:/13960/t15m6t508,1794,"Naubert, Benedikte,",Herman of Unna
0.00034965034965034965,8,22880,dul1.ark:/13960/t6h13j73s,1777,"Brooke, Frances,",The history of Emily Montague
0.00034925069850139703,11,31496,njp.32101072916156,1774,"Camus, Jean-Pierre,",The triumphs of love
0.0003461861822258123,42,121322,hvd.hn6enr,1771,"Fielding, Henry,","The works of Henry Fielding, esq;"
0.0003436278510373266,16,46562,uc2.ark:/13960/t20c53p5n,1785,"Genlis, Stéphanie Félicité,","Tales of the castle; or, Stories of instruction and delight"
0.0003435098114989909,8,23289,hvd.hxjnt5,1769,"Paterson, Samuel,",Another traveller! or Cursory remarks and critical observations made upon a journey through part of the Netherlands in 1766
0.00034343607795998967,20,58235,njp.32101071963076,1797,"Le Sage, Alain René,","The history of Vanillo Gonzalez, surnamed the merry batchelor"
0.00033982782057091076,15,44140,njp.32101037602313,1780,<blank>,The relapse;
0.0003397720129792909,20,58863,mdp.39015063616984,1767,"Johnstone, Charles,",The reverie;
0.00033909081275829183,16,47185,nyp.33433074911755,1799,"Robinson, Mary Darby,",The false friend
0.000336870473303015,6,17811,dul1.ark:/13960/t7gq7n502,1783,"Thomson, William,",The Man in the moon;
0.00033445302389157905,23,68769,nyp.33433075821912,1797,"Le Sage, Alain René,",The adventures of Gil Blas of Santillane
0.0003289714160391842,9,27358,uc2.ark:/13960/t72v2gt65,1782,"Scott, Helenus,",The adventures of a rupee
0.0003280122457905095,9,27438,nyp.33433074955133,1794,"Gunning,",The packet
0.00032727272727272726,18,55000,mdp.39015023932224,1768,"Haywood, Eliza Fowler,",The history of Miss Betsy Thoughtless
0.00032639206214504866,10,30638,njp.32101037021290,1783,"Pratt,",Emma Corbett
0.0003256227535160995,26,79847,njp.32101071963472,1790,"Rousseau, Jean-Jacques,","The confessions of J.J. Rousseau, citizen of Geneva"
0.00032517681489309814,8,24602,dul1.ark:/13960/t15m6qx0w,1777,"Brooke, Frances,",The history of Emily Montague
0.00032514416318411767,170,522845,mdp.39015078576124,1781,<blank>,"The novelist's magazine, v.4, 9, 21"
0.00032421598679556707,11,33928,mdp.39015027178923,1796,"Walker, George,",Theodore Cyphon
0.0003206085733647141,44,137239,uva.x000826970,1786,"Smollett, T.",The adventures of Peregrine Pickle
0.00032056624822085733,25,77987,uc2.ark:/13960/t50g3jc0p,1762,"Scott, Sarah,","A description of Millenium Hall, and the country adjacent"
0.0003204101249599487,34,106114,ucm.5327110513,1774,"Richardson, Samuel,","Clarissa or, The history of a young lady"
0.00031962497336458556,15,46930,mdp.39015021279412,1779,"Devonshire, Georgiana Spencer Cavendish,",The sylph;
0.0003194888178913738,20,62600,nnc1.0026505266,1770,"Sheridan, Frances Chamberlaine,",Memoirs of Miss Sidney Bidulph
0.00031912392085726765,19,59538,dul1.ark:/13960/t6543fx9b,1763,"Johnstone, Charles,","The reverie, or A flight to the paradise of fools"
0.00031710797526557794,12,37842,nyp.33433074916440,1789,"Bennett,",Agnes de-Courci
0.0003167098372337658,28,88409,njp.32101071963480,1790,"Rousseau, Jean-Jacques,","The confessions of J.J. Rousseau, citizen of Geneva"
0.0003151024082826919,7,22215,uiuo.ark:/13960/t17m0vk3v,1769,<blank>,The Hermit
0.00031268039253415435,13,41576,mdp.39015063931474,1794,"Gunning,",Memoirs of Mary
0.0003124349093938763,18,57612,mdp.39015063616976,1767,"Johnstone, Charles,",The reverie;
0.0003119076753281029,39,125037,dul1.ark:/13960/t3jw95z4h,1798,"Rowson,",Reuben and Rachel;
0.0003110461971221465,23,73944,nyp.33433074907738,1784,"Burney, Fanny,",Evelina ;
0.00031061929722384004,16,51510,mdp.39015078562306,1755,"Morris, Drake, pseud.","The travels of Mr. Drake Morris, merchant in London"
0.00031020844283978597,36,116051,hvd.hn4q7d,1771,"Cervantes Saavedra, Miguel de,",The history of the renowned Don Quixote de la Mancha
0.0003073967339097022,8,26025,uc2.ark:/13960/t1mg7h137,1791,<blank>,"The wonder working water-mill displayed with its apparatus, appurtenances, appendages, and operations, or, The mill to grind old people young"
0.0003070421008904221,17,55367,njp.32101068155207,1771,"Lawrence, H.",The life and adventures of common sense
0.0003070092575099188,13,42344,uc2.ark:/13960/t1td9pb8p,1798,"Sterne, Laurence,",The works of Laurence Sterne
0.0003044871794871795,19,62400,uc2.ark:/13960/t9668b76d,1797,"Le Sage, Alain René,",The history of Vanillo Gonzales
